"DMN_T_CC","DMN_T_CPL","DMN_A_CC","DMN_A_CPL","DMN_B_CC","DMN_B_CPL","DMN_G_CC","DMN_G_CPL","CEN_T_CC","CEN_T_CPL","CEN_A_CC","CEN_A_CPL","CEN_B_CC","CEN_B_CPL","CEN_G_CC","CEN_G_CPL","SN_T_CC","SN_T_CPL","SN_A_CC","SN_A_CPL","SN_B_CC","SN_B_CPL","SN_G_CC","SN_G_CPL"
"0.55916213650077","3.68307008133181","0.561495674129418","3.81978573891101","0.473583122552599","4.9278155252263","0.44553416918057","5.19869553979722","0.486233422613199","4.4281011562829","0.509265263568879","4.56954974902169","0.389578512530896","6.64816558983402","0.393622594359456","7.21871373469345","0.585743125176316","3.27737126487384","0.594278468051666","3.3508644056175","0.536063066970551","4.13463219355902","0.543420368523619","4.14278166893448"
"0.593450312166525","3.79673748251444","0.614228612329155","3.62197194353864","0.523525370224594","4.71233825667972","0.506645363126677","5.00380364048328","0.530884951239533","4.47286856181481","0.526143762221096","4.15250787727827","0.407729390802132","6.13581882051526","0.420421115851888","6.75041727743785","0.630537756950364","3.47455377498111","0.618300191942106","3.36453859435062","0.559744465770353","4.21393048388365","0.575728476590812","4.26488170554923"
"0.600273303506371","3.59672679345605","0.57639462002339","3.79734201009274","0.53238182937426","4.7294625329407","0.494421010699976","4.80476385688169","0.551738109273631","4.3096189714653","0.499206099813495","4.39796479503062","0.403466348507993","6.29280770158433","0.462676344353943","6.58080063231784","0.630132263374632","3.37419646328032","0.619377862223343","3.57936263293112","0.591243985830836","4.09320494879143","0.562275158037369","4.06822245355954"
"0.481340655269816","3.55315966631041","0.476079914116397","3.56161681551275","0.403825164997134","4.30621733716591","0.417873009345442","4.25190041386206","0.5627772526597","4.39702797611967","0.515661970517405","4.22172384942178","0.437660358916113","5.92429839147921","0.455135529068475","5.81194026336102","0.632622702825774","3.18427907889757","0.637955855769542","3.22282937883751","0.577371143538486","3.73835499264159","0.592897609870565","3.56137911725175"
"0.548681159160526","3.66798821434789","0.562661958915868","3.56369229356486","0.482988026491634","4.68804527589077","0.443478443197924","5.30623098521973","0.515105466093579","4.35734398760831","0.488708144945033","4.10025454468343","0.412835339724532","6.06042855712","0.400767509097929","6.89705700991767","0.617371006859993","3.21947241563095","0.622579214449048","3.28689720583352","0.56831849521556","3.98175134965425","0.512296870916188","4.44834906035478"
"0.58040974342729","3.63276810858973","0.543086645646982","3.47130608642392","0.493763708152163","4.53120329747324","0.470612995432765","4.77664050131855","0.545113161380359","4.25900596659362","0.531755333249322","3.98380410423542","0.435494074029101","5.84328193946478","0.414993429215233","6.22916447444271","0.638027872231036","3.3545537623234","0.64560727070299","3.23217723629535","0.585719242935728","4.09396235229296","0.556103491273055","4.37603039353363"
"0.577038510157015","3.85932453031946","0.582323418654206","3.42234881302481","0.51406143033162","4.73626984390176","0.502757582154327","5.0006877320667","0.533382164117756","4.57902574762652","0.555278762663824","3.85035153447806","0.424894707105778","6.21544901516801","0.438207837894382","6.62642897821841","0.638305170424057","3.41476531690009","0.635630498104403","3.19333299667631","0.593522464413361","4.02010280889214","0.571209470032863","4.19453889538452"
"0.626093280480435","3.07731158076798","0.629357532219555","3.0498431134339","0.590289951762765","3.40165186526946","0.580433341871805","3.40128841199446","0.623940000869511","3.32620776036413","0.644315554735473","3.34553932388379","0.583178461964241","3.96606541265077","0.586455911579454","3.9243423245533","0.681454050899059","2.75687528817653","0.682471738897977","2.82374969208655","0.657812026733787","3.04742948993886","0.65612046380894","2.99806668914555"
"0.53720818144236","3.56961298663839","0.521219996697318","3.41772810671885","0.448377989958068","4.62008148143866","0.454007254054889","4.52520556818783","0.506675431338086","4.21859604010928","0.468674544529367","3.87282096844844","0.39074643618248","6.10264933169664","0.43508287787486","6.08442098766516","0.542169162248478","3.31895488199613","0.543248412297782","3.15215071511144","0.49209102005912","3.99388410520274","0.502508760448011","3.91234184713258"
"0.568977023789361","3.75845753865445","0.580476419656186","3.69024957208784","0.481486875173313","4.86238961554091","0.469788975069953","4.7835111913761","0.506504041255137","4.31202269572309","0.491311357006544","4.1437293881513","0.40931706292999","5.92673199556282","0.390648654352317","5.9383702035293","0.562297969077102","3.469394258134","0.537024333335504","3.45626399015117","0.507657976424161","4.37799926150884","0.539720949612255","4.29238379126545"
"0.522473068525578","3.60295008804618","0.533096684754428","3.6138410404071","0.442915354265556","4.57592903447115","0.424492302574129","4.73283667044976","0.499438704033593","4.35339423228622","0.502456189737771","4.16350532756988","0.439305592256811","6.00178786900738","0.400467767941891","6.36289527413575","0.592696830266175","3.27779982829591","0.543688135202746","3.34666511387251","0.526583212674811","4.06842178736498","0.546642735738165","4.06479317801646"
"0.442257543215947","3.47649326879346","0.413827471860736","3.60025014190825","0.360321980741004","4.42718483540452","0.372520203573442","4.34464040380741","0.437258973305942","4.17360402277182","0.441716166940231","4.23954961730724","0.362664858649168","5.99170440895234","0.367901733488041","5.95254675167365","0.460656810138272","2.9285679526154","0.457626408437043","3.06148285253129","0.40804697108209","3.31309650459963","0.436508586926061","3.19218543430212"
"0.492884713188939","3.7453619600436","0.523017627268665","3.1658075061055","0.404036865532795","4.79061293031369","0.38607630510662","5.01718986657849","0.521931660485473","4.30313841213931","0.575132730871021","3.52266321047464","0.427908789830698","5.88967696017537","0.334482535421433","6.46283714821859","0.582795247717618","3.38851027966337","0.578423381195059","2.89870408590614","0.503230715441855","4.14507680412101","0.525494903253371","4.26561474708515"
"0.529514166666289","3.9214668825248","0.54909436615577","3.56758564304388","0.496361706407099","4.62974172631457","0.46346251303907","5.06283470243653","0.552851693424213","4.47652012285191","0.503814912914","4.08651949645239","0.432634677547152","6.00787726906951","0.425148715744558","6.68558864413366","0.606572167631675","3.3996428024206","0.616513211392535","3.16539933102536","0.526795406199597","3.97174554443089","0.53286763027868","4.24984359159096"
"0.586458491749759","3.69979939357067","0.575835172193168","3.49298147149496","0.528497340710122","4.34374355420654","0.508441058277512","4.78384186348984","0.530936728742179","4.36322878394918","0.503392047948793","4.06440949898724","0.448834953562748","5.51728690438533","0.417701405176194","6.32023686495975","0.640907272313633","3.47279397084315","0.606725119259143","3.37267157954912","0.567672179693807","4.17486687223532","0.55407981446324","4.43204264240751"
"0.562819477878463","3.84093854768935","0.564719909558484","3.57457245431445","0.467964714436517","4.97829374702107","0.465176587213715","4.97079174691862","0.503549701236118","4.50055729319413","0.523938831860938","4.22478645614712","0.346849713381275","6.69374246250009","0.383044074581016","6.65297490699747","0.601222454936388","3.34725306355671","0.591573279607041","3.26609969353808","0.517100669750298","4.14968655852443","0.501996810041114","4.06801100769253"
"0.490304539590678","3.44345706043816","0.475441903787067","3.27521333732505","0.39776418979045","4.23501515085291","0.388907131121984","4.31108553224942","0.518535650909704","4.19633385652161","0.538767017685608","3.77995776789926","0.410819061163409","5.76669473052603","0.403935122739263","6.00808371668191","0.572048533135359","3.04991236137581","0.553339996494345","2.89729111176682","0.512302120259815","3.54184122157786","0.509911103746385","3.43003291414578"
