Truth,Predictions,Output_class_0,Output_class_1,Output_class_2,Output_class_3,Output_class_4,Output_class_5
5,4,-10.3119945526123,0.476425409317017,-3.62616872787476,0.593545198440552,0.938697814941406,0.713259100914002
0,0,4.23372459411621,-0.431036591529846,-1.80277013778687,-2.26765370368958,-5.56512022018433,-2.61123561859131
4,4,-32.229621887207,-0.968752443790436,-7.21269750595093,-0.0521097891032696,6.31824398040772,-0.613791108131409
5,1,-9.27231884002686,2.05240559577942,-2.30404996871948,1.68044102191925,-8.91971302032471,1.45258641242981
2,2,-4.55068445205689,-0.412632197141647,2.94252300262451,-0.0438062399625778,-4.57880115509033,-0.124503113329411
3,5,-8.37700748443604,0.5743567943573,-0.44680455327034,1.70150256156921,-7.75379705429077,1.96834421157837
3,5,-10.0453987121582,1.4593460559845,-2.4413366317749,1.83708107471466,-6.77231168746948,1.87112212181091
1,1,-7.84977293014526,2.10432577133179,-2.07757234573364,1.55909943580627,-6.38649940490723,1.22556948661804
0,0,2.91257810592651,-0.530779302120209,-0.556251049041748,-1.45901703834534,-2.51942014694214,-1.90896153450012
0,2,-0.228401303291321,0.0526508688926697,1.52980780601501,-0.585067689418793,-4.88483715057373,-0.922377467155457
4,4,-20.0256156921387,-0.0732954442501068,-7.02924299240112,-0.364925563335419,5.87515592575073,-1.06136453151703
5,3,-11.2757949829102,0.993031740188599,-3.15806865692139,1.07456469535828,-0.651908338069916,0.923984408378601
3,3,-8.38672542572022,1.43127346038818,-1.48100161552429,1.8265962600708,-7.28850984573364,1.8209388256073
2,5,-6.16635513305664,0.826168179512024,-0.958299934864044,1.26064193248749,-5.92873382568359,1.45067071914673
1,3,-12.9556655883789,0.674878716468811,-4.13190650939941,0.963465511798859,-0.257501035928726,0.767080128192902
2,2,-1.60223245620728,-0.451100498437882,3.99214172363281,-0.16847762465477,-11.7583656311035,-0.169443130493164
5,5,-10.2988958358765,1.35894286632538,-0.593659102916718,1.93681526184082,-9.49843406677246,2.16122627258301
2,0,4.22424507141113,-0.456040561199188,3.82058048248291,-0.830911755561829,-16.4425563812256,-1.12528717517853
4,4,-13.7659778594971,-0.149610787630081,-5.43138122558594,-0.426556259393692,3.8415949344635,-1.13842189311981
4,1,-3.84178185462952,0.342772573232651,-2.64646220207214,0.285251080989838,0.201517641544342,0.072258472442627
2,3,-0.975369095802307,0.659542083740234,-1.2318708896637,0.664901971817017,-7.37973690032959,0.602340340614319
4,3,-7.13300228118897,0.323105543851852,-2.30140113830566,0.593650221824646,-0.332537174224854,0.363484859466553
2,0,0.489668130874634,0.101552724838257,0.164136573672295,-0.134518802165985,-5.75570011138916,-0.391568422317505
5,5,-8.0953369140625,0.929649114608765,1.07363963127136,1.40851998329163,-10.2063179016113,1.54876899719238
3,5,-8.77000427246094,1.23356020450592,-3.66309785842896,1.21550250053406,-3.04225564002991,1.23674488067627
4,4,-12.2662000656128,0.49555441737175,-5.10768747329712,-0.286575883626938,3.29463672637939,-0.847053289413452
0,0,0.715749800205231,0.577747285366058,0.518791437149048,0.197231754660606,-9.92310619354248,0.0991268455982208
4,4,-33.2790260314941,-0.960166156291962,-6.39815044403076,-0.401273310184479,5.99429512023926,-1.20205402374268
3,3,-11.4977769851685,1.80747270584106,-2.75246000289917,1.88511848449707,-7.08555841445923,1.86113834381104
1,1,-0.40902853012085,0.827435851097107,0.176700755953789,0.314777076244354,-7.14185905456543,-0.187348708510399
3,5,-13.142707824707,0.733612060546875,-0.548426270484924,1.47823810577393,-4.91347742080689,1.68401217460632
0,0,5.19913005828857,-0.377662807703018,-0.30734184384346,-1.62799596786499,-10.266016960144,-2.0316846370697
3,5,-12.9331512451172,1.44892120361328,-2.76135921478272,2.05078959465027,-6.22190952301025,2.36851453781128
2,0,1.27609443664551,0.437947452068329,1.27591335773468,-0.0380380749702454,-10.1698474884033,-0.165056586265564
1,4,-4.87979698181152,0.163184657692909,-3.53652143478394,0.189527824521065,1.42696845531464,-0.0743095874786377
3,1,-3.66937160491943,1.41852915287018,-1.69974732398987,0.961801707744598,-5.9253716468811,0.782984137535095
0,0,2.11219763755798,0.478986948728561,0.100221335887909,0.0772733688354492,-9.46684741973877,-0.194766372442245
1,5,-7.61398887634277,1.39296245574951,-2.52640295028687,1.67787432670593,-7.39029884338379,1.7855703830719
3,4,-24.674524307251,-0.156021326780319,-5.10383415222168,0.64883017539978,1.83800685405731,0.0449094101786613
4,4,-28.9723854064941,0.0218064785003662,-7.1647367477417,0.0736735910177231,4.59670162200928,-0.48349666595459
2,2,-1.39891886711121,-0.416401982307434,3.38589310646057,-0.115689754486084,-10.8836278915405,0.00420898199081421
4,4,-31.7243633270264,-1.76293432712555,-4.63875675201416,-0.656596183776856,5.55951595306397,-1.82833302021027
0,0,2.47092938423157,-0.021160900592804,-1.38887667655945,-1.22896015644073,-2.38422751426697,-1.84851169586182
5,5,-10.8029270172119,0.721033871173859,-3.02603244781494,1.19866943359375,-1.22447764873505,1.29503738880157
1,1,-6.83238649368286,0.728852987289429,-3.78045701980591,0.519253551959992,0.060996986925602,0.425368428230286
3,5,-9.55214309692383,1.59931015968323,-1.22702467441559,1.91367769241333,-7.72249031066895,2.00890445709229
3,1,-2.99704694747925,0.910366058349609,-2.34323930740356,0.725823760032654,-4.26274108886719,0.226828619837761
0,0,5.90695905685425,-0.370929896831512,-0.53040623664856,-1.96422743797302,-10.0877456665039,-2.79153680801392
3,5,-10.2313976287842,0.394700586795807,-2.12214517593384,0.97456693649292,-0.772647857666016,1.26708388328552
0,0,1.77873969078064,0.624386072158814,-0.736862123012543,-0.107080720365047,-6.28281021118164,-0.50003981590271
4,4,-14.6361322402954,-0.109506651759148,-6.39787483215332,-0.0336254388093948,4.18932342529297,-0.345162242650986
5,1,-4.94576358795166,1.12110376358032,-2.61382722854614,0.544044971466065,-2.30714678764343,0.346506476402283
3,5,-8.4628791809082,1.14627122879028,-1.89218664169312,1.42878103256226,-4.32606315612793,1.54649758338928
5,4,-12.8813190460205,0.699023187160492,-6.81585788726807,-0.440284848213196,3.24959564208984,-1.3592255115509
0,0,2.92806839942932,-0.565987527370453,-0.370491415262222,-1.28641629219055,-3.37629079818726,-1.58786940574646
1,1,-3.79412841796875,0.297448366880417,-2.77976703643799,0.229105234146118,0.0637587904930115,0.093030609190464
4,4,-33.5689735412598,-1.00904977321625,-2.28121376037598,0.306277304887772,3.93944883346558,-0.0648480355739594
1,5,-12.5548706054688,1.05082392692566,-3.80704164505005,1.55840849876404,-3.02571964263916,1.71547293663025
1,1,0.0386794805526733,0.584076702594757,-1.92833518981934,-0.0399472638964653,-4.37598609924316,-0.0634078457951546
4,4,-26.4644927978516,0.538468599319458,-7.68498277664185,-0.950868844985962,5.61006498336792,-1.6993715763092
4,4,-35.656379699707,-1.56425952911377,-5.95512008666992,-0.240984827280045,7.04985523223877,-1.05840706825256
0,0,0.669644355773926,0.238244161009789,-2.68366575241089,-0.527147054672241,-1.56945013999939,-0.788978159427643
5,5,-10.0496768951416,1.01058340072632,-3.20349979400635,1.47499561309814,-3.6444935798645,1.76600027084351
2,2,-1.17437446117401,-0.184327572584152,3.85756254196167,-0.423999458551407,-10.5701599121094,-0.706510424613953
4,4,-25.2381401062012,0.358014047145844,-7.14496183395386,-0.0954141318798065,4.86097764968872,-0.678064286708832
0,0,4.90737152099609,-0.383817076683044,-0.422463953495026,-1.2503354549408,-8.93182277679443,-1.87933754920959
4,4,-29.5598945617676,-1.10526275634766,-6.01133441925049,-0.130563497543335,5.30801582336426,-0.761216282844544
5,5,-10.5754251480103,0.282856822013855,-1.84786319732666,0.608020544052124,-0.039337545633316,1.22921133041382
2,1,-3.38732957839966,0.994096159934998,0.134416908025742,0.878549337387085,-7.68879508972168,0.855210781097412
4,4,-8.28818511962891,0.449368476867676,-5.05220794677734,0.243639975786209,2.70021224021912,-0.26884463429451
1,2,-2.63497591018677,-0.341750383377075,2.81941080093384,-0.0788732320070267,-7.95675086975098,0.155728131532669
3,1,-7.72631597518921,1.47723770141602,-4.23711204528809,1.14692425727844,-5.00534439086914,1.02572774887085
3,0,3.08028864860535,0.0625173449516296,-1.31948304176331,-0.678031980991364,-5.46809673309326,-1.12003922462463
3,1,-5.1159257888794,1.34507834911346,-2.02217197418213,1.20652043819428,-7.06937599182129,1.32146120071411
2,0,1.84130263328552,-0.0811091065406799,-1.75646567344666,-0.831450641155243,-3.07433319091797,-0.890949368476868
3,5,-12.1892471313477,1.26595830917358,-2.20082497596741,1.85898208618164,-5.70240879058838,2.11175036430359
4,4,-19.2459850311279,-0.755561053752899,-5.83890342712402,0.240174487233162,4.37755966186523,0.056073322892189
4,4,-15.2514429092407,0.147919252514839,-5.98517608642578,0.275062948465347,3.75479030609131,-0.0381943881511688
4,4,-22.4875106811523,-0.493138134479523,-6.82296657562256,0.0273520238697529,6.12122249603272,-0.711920976638794
